Num;Character;Presence;Location;Sensation;Time;Moment;First_Name
282;60_years old, retiree, male;passersby (with a neighbor who speaks);sidewalk;after_rain;afternoon;peaceful;Pierre
283;30_years old, commuter, female;colleagues (with a coworker who advises);bus_station;humid;morning;warm;Clara
284;25_years old, jogger, male;friends (with a buddy who talks);pathway;fresh_breeze;morning;clear;Lucas
285;40_years old, cyclist, female;other cyclists (with a fellow cyclist who advises);street;wet_asphalt;afternoon;calm;Emma
286;32_years old, dog walker, male;neighbors (with a fellow dog owner who speaks);dog_park;wet_air;morning;soft;David
287;27_years old, high school teacher, female;students (with a student who advises);classroom;artificial_light;afternoon;quiet;Sarah
288;38_years old, father, male;family (with his wife who advises);shopping_mall;indoor_scent;afternoon;busy;Nicolas
289;50_years old, maintenance worker, female;team (with a co-worker who speaks);roadside;gravel;afternoon;vivid;Marie
290;23_years old, outdoor enthusiast, male;friends (with a mate who talks);campground;fresh_scent;morning;peaceful;Antoine
291;29_years old, traveler, female;tourists (with a local who advises);city_street;urban_noise;afternoon;cloudy;Sophie
292;34_years old, mother, female;other parents (with another mom who speaks);playground;wet_grass;afternoon;lively;Laure
293;36_years old, teacher, male;students (with a peer who talks);school;artificial_light;afternoon;bright;Vincent
294;48_years old, gardener, female;visitors (with a friend who speaks);community_garden;earthy;morning;calm;Nathalie
295;26_years old, hiker, male;companions (with a friend who advises);mountain;fresh_air;morning;cool;Julien
296;41_years old, cashier, female;customers (with a shopper who talks);supermarket;food_scent;afternoon;quiet;Camille
